1,999,-0.3330149784546683
2,999,-0.7201960211422314
3,999,-0.22942343788608432
4,999,-0.4773169661672459
5,999,-62.10482583790851
6,999,-58.21862642711022
7,999,-70.01338535354476
8,999,-87.67066580507971
9,999,-86.91671416622471
10,999,-43.95635972146336
11,999,-85.73142783055206
12,999,-62.73926635752791
13,999,-19.941046563288015
14,230,86.64696631893783
15,124,90.84532010310598
16,128,92.32339005922452
17,134,90.25420241422678
18,80,93.91207202528635
19,131,89.56478961974345
20,98,92.4912528055724
21,100,91.81624059820857
22,158,88.8990196672304
23,101,91.79545697907392
24,160,88.74794516195219
25,158,90.29425008857503
26,100,92.78079640563402
27,136,91.21847588629163
28,999,-82.73252501005811
29,999,-97.69228357126705
30,868,27.103041218287316
31,999,-67.49929575241137
32,999,-90.50500952816735
33,999,-90.15277030680429
34,999,-99.0339194734088
35,496,56.650329142041365
36,245,83.75557317199059
37,558,57.57604526400385
38,999,-68.32042700240098
39,999,-30.3515780682218
40,999,-39.42671514942657
41,428,70.19600068232735
42,999,-87.33298188682447
43,999,-91.80596994084897
44,102,91.393563881858
45,83,95.44103736673634
46,999,-67.54117601718018
47,999,-0.6961666106494493
48,999,-0.6886595772817581
49,999,-0.6876091852506317
50,999,-0.6921579069236914
51,999,-70.0839390861835
52,999,-99.25514244874182
53,999,-99.86483325928899
54,999,-99.87383816573839
55,999,-99.879466241957
56,999,-99.86812330173503
57,999,-99.89079689688427
58,999,-99.87438400025123
59,999,-99.87606442325809
60,999,-98.37526709376696
61,999,-67.43426708856431
62,999,-91.68847456739175
63,999,-95.34402874807688
64,999,-95.71255751989618
65,999,-93.6428728357343
66,999,-55.69498914375678
67,164,87.98442855979869
68,83,94.21974834475532
69,160,87.09243193640044
70,81,92.87850691062621
71,81,92.84148611359922
72,78,93.31282974334317
73,79,92.95183395583123
74,73,93.82007799280485
75,102,90.75947325358584
76,105,91.29391628871538
77,110,91.59584397857132
78,98,93.81326323620368
79,84,93.41661738063009
80,84,92.88455842404433
81,85,92.54289427612474
82,87,92.46164144315854
83,80,92.96213088634259
84,75,94.00217015465385
85,104,90.68452881599104
86,103,91.0429978709887
87,103,91.47526202551705
88,101,91.82488189757001
89,162,92.13164904192033
90,106,94.55093470785161
91,80,93.46161650208836
92,83,92.88691898498723
93,88,93.43863666495923
94,80,93.75582695323709
95,136,90.51628876288626
96,104,94.06442972082729
97,172,88.49646423480903
98,241,84.97359953199764
99,230,88.59785132839413
100,999,-80.51302786349584
101,999,-41.87957637203648
102,999,-82.76154121713574
103,999,-88.217548573992
104,999,-99.88052804704802
105,426,59.706773687507955
106,170,90.96648487777935
107,502,55.09684939716824
108,489,60.288330743758394
109,206,84.710456383863
110,182,87.23525758959933
111,171,91.14820824471218
112,144,92.13295804975283
113,141,92.77301779826232
114,999,-27.187398004820384
115,999,-28.690165279964617
116,999,-58.68984019085579
117,272,78.63528701807344
118,97,91.92066437072309
119,86,93.16005579561966
120,75,94.94523857817454
121,110,93.33022523647283
122,110,93.13656058343692
123,257,87.26220925044952
124,999,-69.74199497394508
125,568,56.30304520192295
126,103,91.87882868622548
127,87,94.07878284388626
128,109,94.78056868198706
129,315,83.3594586597819
130,999,-64.28564079400141
131,999,-70.73457482161653
132,716,34.288268930282854
133,173,88.20372470044808
134,138,95.26769748216246
135,263,86.01001051974829
136,999,-38.319713504024875
137,999,-33.27752005509873
138,999,-52.44392335634557
139,265,80.75120120737918
140,999,-64.30752066074709
141,999,-68.54729176130245
142,195,83.49000890225346
143,103,90.84508977920714
144,83,93.362827839837
145,266,86.65440125543233
146,999,-71.71223648722452
147,999,-58.67000958340298
148,204,84.1986826174719
149,292,80.38419213516688
150,158,89.59914340070442
151,241,85.56526627499464
152,255,81.90584467174553
153,245,84.47926362335673
154,136,91.35877980589919
155,79,94.27094536858623
156,87,93.52633103616567
157,88,93.349502493166
158,85,94.22368773583146
159,295,85.19765199095407
160,999,-62.213283280686674
161,999,-60.002758951693906
162,999,-91.97746336289957
163,245,83.45530792710261
164,309,82.52169183071015
165,183,86.96236892605037
166,107,93.41997572960669
167,103,93.12951153343502
168,78,94.77460111034416
169,94,92.85154287083016
170,999,-39.29159779408919
171,999,-52.65787010920817
172,999,-61.74780614323386
173,999,-72.85285800972616
174,999,-87.47769227167305
175,559,53.1570298795544
176,173,85.63593747969782
177,76,93.6514621265915
178,127,91.28084832760996
179,177,87.41322343316568
180,189,88.152700469754
